Hash;Title;Link;Description;Category;KeyWords;Published;LastUpdated;Author;Source;Paywall
7aeb091ff8454e0e372d2e5cd9dc404671f71fe914af86d6fbdb2f78050c1999;Das sagen Scholz, Habeck und Lindner zum Haushaltskompromiss;https://www.zeit.de/video/2024-07/bundeshaushalt-2025-einigung-pressekonferenz-ampelkoalition-live;Die Ampelkoalition hat sich auf einen Entwurf für den Bundeshaushalt 2025 geeinigt. Auch ein Wachstumspaket soll kommen. Kanzler und Minister jetzt im Livestream;"Z+ (abopflichtiger Inhalt);
        
    

Livestream:Bundeshaushalt 2025";Video, Bundeshaushalt 2025, Bundeshaushalt, Bundesregierung, Ampelkoalition, Schuldenbremse, Livestream;2024-07-05T11:01:47+02:00;2024-07-05T11:01:47+02:00;;;false
46a945a97553122504aa2e755d0dec42e11d44a1f3cb358edac6a78fb95afd64;Trio wegen Handels mit Amphetamin in U-Haft;https://www.zeit.de/news/2024-07/05/trio-wegen-handels-mit-amphetamin-in-u-haft;Hier finden Sie Informationen zu dem Thema „Kriminalität“. Lesen Sie jetzt „Trio wegen Handels mit Amphetamin in U-Haft“.;"Z+ (abopflichtiger Inhalt);
        
    
Kriminalität";News, Kriminalität, Niederbayern, Landshut, Polizei, Amphetamin, Kriminalität, Drogen;2024-07-05T11:01:32+02:00;2024-07-05T11:01:32+02:00;;dpa Bayern;false
d104c155d994b54c44ab6513f7871a5291fb15357597f755412d34bb5c9875ec;Basketballer Kevin Yebo von Chemnitz nach München;https://www.zeit.de/news/2024-07/05/basketballer-kevin-yebo-von-chemnitz-nach-muenchen;Hier finden Sie Informationen zu dem Thema „BBL“. Lesen Sie jetzt „Basketballer Kevin Yebo von Chemnitz nach München“.;"Z+ (abopflichtiger Inhalt);
        
    
BBL";News, BBL, Kevin Yebo, Chemnitz, München, BBL, BV Chemnitz 99;2024-07-05T10:59:40+02:00;2024-07-05T10:59:40+02:00;;dpa Sachsen;false
55f39e854e944b23498743a1e334b2945d0919cfcfa349f8dfb23a25cd933e7c;AfD und Saar-Landtag streiten vor Verfassungsgericht;https://www.zeit.de/news/2024-07/05/afd-und-saar-landtag-streiten-vor-verfassungsgericht;Hier finden Sie Informationen zu dem Thema „Prozessbeginn“. Lesen Sie jetzt „AfD und Saar-Landtag streiten vor Verfassungsgericht“.;"Z+ (abopflichtiger Inhalt);
        
    
Prozessbeginn";News, Prozessbeginn, Saarbrücken, Alternative für Deutschland, Verfassungsgericht, SPD, CDU, Prozessbeginn, Fraktionszuschuss, Landtag, Untersuchungsausschuss;2024-07-05T10:58:27+02:00;2024-07-05T10:58:27+02:00;;dpa Rheinland-Pfalz/Saarland;false
2d7db47cd7c79b489e8486a687f91e38e7e8a9d177097b0082a6123dd385eb8d;Grady wechselt zu Ludwigsburger Basketballern;https://www.zeit.de/news/2024-07/05/grady-wechselt-zu-ludwigsburger-basketballern;Hier finden Sie Informationen zu dem Thema „Basketball-Bundesliga“. Lesen Sie jetzt „Grady wechselt zu Ludwigsburger Basketballern“.;"Z+ (abopflichtiger Inhalt);
        
    
Basketball-Bundesliga";News, Basketball-Bundesliga, BB, Chorale;2024-07-05T10:56:47+02:00;2024-07-05T10:56:47+02:00;;dpa Baden-Württemberg;false
f090bc2be1895a48ec1406c10b74b9a32f27836e7e7a9af244019e45843075dd;Was der Haushaltsentwurf der Ampel vorsieht;https://www.zeit.de/politik/deutschland/2024-07/bundeshaushalt-einigung-schuldenbremse-ampelkoalition-faq;Die Ampel hat den Haushalt und ein Wachstumspaket beschlossen. Der Kindersofortzuschlag steigt, für Bürgergeldbeziehende sollen Anreize geschaffen werden. Ein Überblick;"Z+ (abopflichtiger Inhalt);
        
    
Bundeshaushalt 2025";Politik, Bundeshaushalt 2025, Bundeshaushalt, Ampelkoalition, Schuldenbremse, Haushaltsstreit, Wirtschaftswachstum;2024-07-05T10:56:31+02:00;2024-07-05T10:56:31+02:00;Ivana SokolaWelche Einsparungen sieht der Haushalt vor?Bleibt es bei der Schuldenbremse?Was umfasst der Nachtragshaushalt?Was wurde für Familien beschlossen?Wie sollen Anreize für mehr Beschäftigung entstehen?Was sind die nächsten Schritte?;;false
fa1588a0f8888ac363b8cc0b76333b7a815530d17a25edfbd193906741d98fcd;Cottbus ist bereit für die Nachwuchs-EM im Bahnradsport;https://www.zeit.de/news/2024-07/05/cottbus-ist-bereit-fuer-die-nachwuchs-em-im-bahnradsport;Hier finden Sie Informationen zu dem Thema „Radsport“. Lesen Sie jetzt „Cottbus ist bereit für die Nachwuchs-EM im Bahnradsport“.;"Z+ (abopflichtiger Inhalt);
        
    
Radsport";News, Radsport, Cottbus, BDR, Bahnradsport, Radsport, Titelkampf;2024-07-05T10:54:29+02:00;2024-07-05T10:54:29+02:00;;dpa Berlin/Brandenburg;false
4b77b6bd5c2565978d18f1d61b79e844084447468ee4b1c96dc4948c859562c9;Bilder des Tages;https://www.zeit.de/news/2024-07/05/bilder-des-tages;Hier finden Sie Informationen zu dem Thema „Fotografie“. Lesen Sie jetzt „Bilder des Tages“.;"Z+ (abopflichtiger Inhalt);
        
    
Fotografie";News, Fotografie, News;2024-07-05T10:53:48+02:00;2024-07-05T10:53:48+02:00;;dpa;false
b86094ff157b6f4043b68f9ddec2dcf55cde7c90088df97f471f216fa427567e;Terrorfestnahmen in Frankreich kurz vor Olympischen Spielen;https://www.zeit.de/news/2024-07/05/terrorfestnahmen-in-frankreich-kurz-vor-olympischen-spielen;Hier finden Sie Informationen zu dem Thema „Anschlagsgefahr“. Lesen Sie jetzt „Terrorfestnahmen in Frankreich kurz vor Olympischen Spielen“.;"Z+ (abopflichtiger Inhalt);
        
    
Anschlagsgefahr";News, Anschlagsgefahr, Gérald Darmanin, Frankreich, Paris, Olympische Spiele, Terrorfestnahme, Anschlagsgefahr, Terrorplan;2024-07-05T10:53:27+02:00;2024-07-05T10:53:27+02:00;;dpa;false
1065b42d222717d5cc8fab77e7c341879fa566fc204abbff5c0465ae88c3f35f;Bericht: WhatsApp ermöglicht künftig personalisierte Avatare;https://www.zeit.de/news/2024-07/05/bericht-whatsapp-ermoeglicht-kuenftig-personalisierte-avatare;Hier finden Sie Informationen zu dem Thema „Künstliche Intelligenz“. Lesen Sie jetzt „Bericht: WhatsApp ermöglicht künftig personalisierte Avatare“.;"Z+ (abopflichtiger Inhalt);
        
    
Künstliche Intelligenz";News, Künstliche Intelligenz, AI, Meta, EU, WhatsApp, Android, Avatar, Fachportal, künstliche Intelligenz, Wald;2024-07-05T10:48:58+02:00;2024-07-05T10:48:58+02:00;;dpa;false
