Hash;Title;Link;Description;Category;KeyWords;Published;LastUpdated;Author;Source;Paywall
118cdb1508ed808b456076bd031782b4379a7b9d0583c743f794340e2ad37034;Bundesparteitag: Grüne sortieren sich neu;https://www.zeit.de/news/2024-11/15/bundesparteitag-gruenen-sortieren-sich-neu;Hier finden Sie Informationen zu dem Thema „Parteien“. Lesen Sie jetzt „Bundesparteitag: Grüne sortieren sich neu“.;"Z+ (abopflichtiger Inhalt);
        
    
Parteien";News, Parteien, Robert Habeck, Wiesbaden, Fridays for Future, Bundestagswahl, Treffen, Bundesparteitag, Kanzlerkandidat;2024-11-15T10:00:37+01:00;2024-11-15T10:00:37+01:00;;dpa;false
5bc94673dada6f9fdee3a8821506a4c1ff28ade94ed6d2c6fac6aa8a25af1031;Ist die U5 wirklich nachhaltig baubar?;https://www.zeit.de/hamburg/2024-11/elbvertiefung-15-11-2024;Planer haben einen Nachhaltigkeitsbericht vorgelegt. Und: Sanierung der Hamburger Finanzbehörde wird teurer als gedacht, Heute erscheint ein neues Album von Wolf Biermann;"Z+ (abopflichtiger Inhalt);
        
    
U-Bahnlinie 5";Hamburg, U-Bahnlinie 5, Wolf Biermann, Frank Drieschner, Sascha Mummenhoff, Katarina Blume, Rolf Lange, Kemal Altun, Mann, Hamburg, Berlin, Kanada;2024-11-15T10:00:06+01:00;2024-11-15T10:00:06+01:00;Frank Drieschner;;false
2c07e02c2a811774ef4e705dab8ebc3f31a66fb4f76860fba1a9dd2f13d3e9e5;Sieben kleine Schweine gefunden - Landkreis bittet um Hilfe;https://www.zeit.de/news/2024-11/15/sieben-kleine-schweine-gefunden-landkreis-bittet-um-hilfe;Hier finden Sie Informationen zu dem Thema „Tiere“. Lesen Sie jetzt „Sieben kleine Schweine gefunden - Landkreis bittet um Hilfe“.;"Z+ (abopflichtiger Inhalt);
        
    
Tiere";News, Tiere, Gerbstedt, Tiere;2024-11-15T09:54:46+01:00;2024-11-15T09:54:46+01:00;;dpa Sachsen;false
4b77b6bd5c2565978d18f1d61b79e844084447468ee4b1c96dc4948c859562c9;Bilder des Tages;https://www.zeit.de/news/2024-11/15/bilder-des-tages;Hier finden Sie Informationen zu dem Thema „Fotografie“. Lesen Sie jetzt „Bilder des Tages“.;"Z+ (abopflichtiger Inhalt);
        
    
Fotografie";News, Fotografie, News;2024-11-15T09:54:26+01:00;2024-11-15T09:54:26+01:00;;dpa;false
11f32530b775b5bde859a24b29687c5afe21f8739ce4ff7f875d392632f44638;25-jähriger Autofahrer stirbt nach Kollision mit Lkw;https://www.zeit.de/news/2024-11/15/25-jaehriger-autofahrer-stirbt-nach-kollision-mit-lkw;Hier finden Sie Informationen zu dem Thema „Unfälle“. Lesen Sie jetzt „25-jähriger Autofahrer stirbt nach Kollision mit Lkw“.;"Z+ (abopflichtiger Inhalt);
        
    
Unfälle";News, Unfälle, Kollision, Unfall, Auto;2024-11-15T09:52:47+01:00;2024-11-15T09:52:47+01:00;;dpa Niedersachsen;false
22bcd64720d7899f77ecdded73671db9a08761b84313b88d8f69fa89fa6a4fca;Herbstlich graues Wetter in Sachsen - dann Regen und Schnee;https://www.zeit.de/news/2024-11/15/herbstlich-graues-wetter-in-sachsen-dann-regen-und-schnee;Hier finden Sie Informationen zu dem Thema „Wetter“. Lesen Sie jetzt „Herbstlich graues Wetter in Sachsen - dann Regen und Schnee“.;"Z+ (abopflichtiger Inhalt);
        
    
Wetter";News, Wetter, Sachsen, Bergland, Wetter;2024-11-15T09:50:37+01:00;2024-11-15T09:50:37+01:00;;dpa Sachsen;false
5a5de3a43141aecd4f1de5765f6e6b5fd6628f3a4d243bfad5ee1d95daab480a;Erstes Hessengeld für erste vier Wände ausgezahlt;https://www.zeit.de/news/2024-11/15/erstes-hessengeld-fuer-erste-vier-waende-ausgezahlt;Hier finden Sie Informationen zu dem Thema „Finanzen“. Lesen Sie jetzt „Erstes Hessengeld für erste vier Wände ausgezahlt“.;"Z+ (abopflichtiger Inhalt);
        
    
Finanzen";News, Finanzen, Alexander Lorz, Wiesbaden, Hessen, Rhein, BMF, CDU, Hessengeld, Finanzen, Immobilie, Förderprogramm;2024-11-15T09:50:16+01:00;2024-11-15T09:50:16+01:00;;dpa Hessen;false
666b6f5c9e2b3f7e805e3643b0f540dbd110981b88bed11da1e09ecfd17d3e43;Rund 200 frühere afghanische Ortskräfte in Erfurt gelandet;https://www.zeit.de/politik/ausland/2024-11/bundeswehr-afghanistan-ortskraefte-ankunft-deutschland;Nach der Machtübernahme der Taliban 2021 flohen sie nach Pakistan. Nun sind weitere ehemalige afghanische Ortskräfte der Bundeswehr in Deutschland eingetroffen.;"Z+ (abopflichtiger Inhalt);
        
    
Bundeswehr";Politik, Bundeswehr, Annegret Kramp-Karrenbauer, Mann, Erfurt, Pakistan, Islamabad, Dubai, Thessaloniki, Afghanistan, Bundeswehr, Taliban;2024-11-15T09:49:18+01:00;2024-11-15T09:49:18+01:00;Alena Kammer;;false
993fe9df2f8a4286d56059a758191bd44e62c1d7dde60ed0f9dcd420dd502fe2;1.000 Tage Krieg - Nationalflagge der Ukraine weht im Norden;https://www.zeit.de/news/2024-11/15/1-000-tage-krieg-nationalflagge-der-ukraine-weht-im-norden;Hier finden Sie Informationen zu dem Thema „Beflaggung angeordnet“. Lesen Sie jetzt „1.000 Tage Krieg - Nationalflagge der Ukraine weht im Norden“.;"Z+ (abopflichtiger Inhalt);
        
    
Beflaggung angeordnet";News, Beflaggung angeordnet, Nationalflagge, Beflaggung, Krieg in der Ukraine;2024-11-15T09:42:46+01:00;2024-11-15T09:42:46+01:00;;dpa Hamburg/Schleswig-Holstein;false
7315eb062c4a5a848ed0d758faa6f978871fcc3865c1e1f92194c518e40971e7;Weniger Firmen in Deutschland gegründet;https://www.zeit.de/news/2024-11/15/weniger-firmen-in-deutschland-gegruendet;Hier finden Sie Informationen zu dem Thema „Unternehmen“. Lesen Sie jetzt „Weniger Firmen in Deutschland gegründet“.;"Z+ (abopflichtiger Inhalt);
        
    
Unternehmen";News, Unternehmen, Destatis;2024-11-15T09:41:59+01:00;2024-11-15T09:41:59+01:00;;dpa;false
