Hash;Title;Link;Description;Category;KeyWords;Published;LastUpdated;Author;Source;Paywall
9af5385285927f083c21258ff5e96a3c0ec4d185cad2d163c2e0f470e857c6fc;Jeder Fünfte lebt in Deutschland allein;https://www.zeit.de/gesellschaft/2024-07/statistisches-bundesamt-alleinlebende-deutschland-eu;In Deutschland leben mehr Menschen allein als im EU-Schnitt. Der Wert blieb in der Bundesrepublik zuletzt aber konstant, während er in den meisten anderen Ländern stieg.;"Z+ (abopflichtiger Inhalt);
        
    
Statistisches Bundesamt";Gesellschaft, Statistisches Bundesamt, Statistisches Bundesamt, EU;2024-07-02T10:55:39+02:00;2024-07-02T10:55:39+02:00;;ZEIT ONLINE,        AFP,        dpa,        svj;false
7810c5b541193bdd48532e57f2ab2eb8880b5ccb9c311667b7dee98c92138716;Donald Tusk empfängt Bundeskanzler Scholz zu bilateralen Gesprächen;https://www.zeit.de/politik/ausland/2024-07/polen-deutschland-olaf-scholz-regierungskonsultationen;"Mit gleich 12 Bundes- und Staatsministern ist Bundeskanzler Scholz nach Polen gereist. Man wolle einen ""starken Impuls"" für die nachbarschaftlichen Beziehungen setzen.";"Z+ (abopflichtiger Inhalt);
        
    
Polen";Politik, Polen, Donald Tusk, Olaf Scholz, Warschau, Polen, SPD;2024-07-02T10:51:26+02:00;2024-07-02T10:51:26+02:00;;ZEIT ONLINE,        AFP,        dpa,        lk;false
5f2c7e0d25d52421713b09b22a5016b42c5771c30338653a3977b1dd2c566cfb;Mehr Urlaubsreisen ins Ausland als vor Beginn der Corona-Pandemie;https://www.zeit.de/gesellschaft/2024-07/mehr-reisen-ausland-als-vor-corona;Das Reiseverhalten der Deutschen hat sich erholt: Die Zahl der Auslandsreisen lag 2023 höher als noch vor Ausbruch der Pandemie. Die Top-Ziele liegen im Süden. ;"Z+ (abopflichtiger Inhalt);
        
    
Urlaubsstatistik 2023";Gesellschaft, Urlaubsstatistik 2023, Reisen, Urlaubsstatistik, Urlaubsreise, Reiseverhalten, Sehnsuchtsorte, Auslandsreise, Ausbruch, Pandemie, Corona;2024-07-02T10:49:31+02:00;2024-07-02T10:49:31+02:00;;ZEIT ONLINE,        dpa,        Reuters,        ctri;false
2a428d515e5064712c88eff2c58736a269d47afa520cce817796cadb2a7612a2;Es beginnt das Jahr der katastrophalen Hurrikans;https://www.zeit.de/wissen/umwelt/2024-07/hurrikan-naturkatastrophe-wirbelsturm-haeufigkeit;Mit Beryl kommt deutlich früher ein heftiger Hurrikan in die Karibik als sonst. Und es dürften noch mehr werden. Warum dieses Jahr wohl besonders stürmisch wird.;"Z+ (abopflichtiger Inhalt);
        
    
Hurrikan";Wissen, Hurrikan, Hurrikan, Extremwetter, Klimawandel, Wirbelsturm, Atlantik, Karibik;2024-07-02T10:46:14+02:00;2024-07-02T10:46:14+02:00;Adrian Pohr;;false
5ad2c04a1a986aae1a88e9a725e447860bed14b11ead4fdfb601ba214b61fa2a;Grüne fordern Sekmen zum Verzicht auf Mandat auf;https://www.zeit.de/news/2024-07/02/kreisverband-fordert-sekmen-zum-verzicht-auf-mandat-auf;Hier finden Sie Informationen zu dem Thema „Bundestag“. Lesen Sie jetzt „Grüne fordern Sekmen zum Verzicht auf Mandat auf“.;"Z+ (abopflichtiger Inhalt);
        
    
Bundestag";News, Bundestag, Mannheim, Bundestag, Kreisverband, Mandat, Verzicht;2024-07-02T10:43:39+02:00;2024-07-02T10:43:39+02:00;;dpa Baden-Württemberg;false
e516011625ba937bddad300e515d67d3d356d4f9e57e4f14a6a96001c0d2710c;Frau getötet - mutmaßlicher Täter festgenommen;https://www.zeit.de/news/2024-07/02/groesserer-einsatz-der-polizei-in-weingarten;Hier finden Sie Informationen zu dem Thema „Polizei“. Lesen Sie jetzt „Frau getötet - mutmaßlicher Täter festgenommen“.;"Z+ (abopflichtiger Inhalt);
        
    
Polizei";News, Polizei, Weingarten, Karlsruhe, Polizei;2024-07-02T10:43:35+02:00;2024-07-02T10:43:35+02:00;;dpa Baden-Württemberg;false
9d3e6a0d45f73351617a8b2c4e7dbddd98e0df9e15ab3cdb14694c28ecf24b57;Jugendliche steckt in Kinderschaukel fest - Feuerwehr hilft;https://www.zeit.de/news/2024-07/02/jugendliche-steckt-in-kinderschaukel-fest-feuerwehr-hilft;Hier finden Sie Informationen zu dem Thema „Notfälle“. Lesen Sie jetzt „Jugendliche steckt in Kinderschaukel fest - Feuerwehr hilft“.;"Z+ (abopflichtiger Inhalt);
        
    
Notfälle";News, Notfälle, Feuerwehr, Polizei, Kinderschaukel, Notfall;2024-07-02T10:29:56+02:00;2024-07-02T10:29:56+02:00;;dpa Bayern;false
8a9261bdd5de564a8d890f9b60d231ad7ce58768ecb52a5f53ea2c76014b489c;Rechtsruck? Das ist noch nicht entschieden;https://www.zeit.de/politik/ausland/2024-07/rechtsruck-politik-gegenbewegung-linke;Frankreich, USA, Deutschland: Die Welt scheint nach rechts zu rücken. Doch es gibt längst eine linke Gegenbewegung, auch wenn sie kaum beachtet wird.;"Z+ (abopflichtiger Inhalt);
        
    
Rechtsruck";Politik, Rechtsruck, Marine Le Pen, Donald Trump, Frankreich, USA, Paris, Jefferies Group, Die Partei, Parlamentswahl, Europawahl, Rechtsruck;2024-07-02T10:16:40+02:00;2024-07-02T10:16:40+02:00;Mark Schieritz;;false
162a4e6086d51cfdb95f48cdfd1974c78a76381ed912578883d108ff641739a1;Linke-Landeschef: BSW hat Programm teilweise abgeschrieben;https://www.zeit.de/news/2024-07/02/linke-landeschef-bsw-hat-programm-teilweise-abgeschrieben;Hier finden Sie Informationen zu dem Thema „Parteien“. Lesen Sie jetzt „Linke-Landeschef: BSW hat Programm teilweise abgeschrieben“.;"Z+ (abopflichtiger Inhalt);
        
    
Parteien";News, Parteien, Sebastian Walter, Sahra Wagenknecht, Potsdam, Brandenburg, Bündnis Sahra Wagenknecht, Deutsche Presse-Agentur, Wahlprogramm;2024-07-02T10:09:09+02:00;2024-07-02T10:09:09+02:00;;dpa Berlin/Brandenburg;false
33678be48e619922f9a9757850281db04e18b416b28c895f14860a014f7db1ef;"""Ich!""";https://www.zeit.de/2024/28/friedrich-gottlieb-klopstock-literatur-dichtung-oden;Friedrich Gottlieb Klopstock, geboren vor 300 Jahren, machte die Dichtkunst zum Ereignis und die Empfindsamkeit zur Tugend. Lässt er sich heute noch lesen? ;"Z+ (abopflichtiger Inhalt);
        
    
Friedrich Gottlieb Klopstock";Kultur, Friedrich Gottlieb Klopstock, Literatur, Schriftsteller, Poesie, Friedrich Gottlieb Klopstock;2024-07-02T10:07:10+02:00;2024-07-02T10:07:10+02:00;Volker Weidermann;Aus der        ZEIT Nr. 28/2024;false
